country_name,iso3,year,v2x_libdem,v2x_jucon,v2cacamps,v2smpolsoc,e_gdppc,covid_intensity,stringency_norm,stringency_mean,gdp_per_capita,econ_support_norm,econ_support_mean,stringency_avg_2020_2021,econ_support_avg_2020_2021,gdp_per_capita_2019
Ireland,IRL,2017,0.822,0.957,-2.926,0.449,138.47,0.0,0.0,0.0,,0.0,0.0,57.862487,87.704918,149770.0
Ireland,IRL,2018,0.825,0.957,-2.926,0.449,145.837,0.0,0.0,0.0,,0.0,0.0,57.862487,87.704918,149770.0
Ireland,IRL,2019,0.827,0.957,-3.17,0.449,149.77,0.0,0.0,0.0,,0.0,0.0,57.862487,87.704918,149770.0
Ireland,IRL,2020,0.827,0.957,-2.496,0.279,,6.080848,0.571685,57.168453,67335.29,0.754098,75.409836,57.862487,87.704918,149770.0
Ireland,IRL,2021,0.835,0.957,-2.496,0.279,,6.619179,0.585565,58.556521,67335.29,1.0,100.0,57.862487,87.704918,149770.0
Ireland,IRL,2022,0.826,0.957,-2.496,0.279,,6.147057,0.124903,12.490301,67335.29,0.410959,41.09589,57.862487,87.704918,149770.0
Ireland,IRL,2023,0.829,0.957,-2.496,0.468,,5.296466,0.0,0.0,67335.29,0.0,0.0,57.862487,87.704918,149770.0
Ireland,IRL,2024,0.83,0.957,-2.496,0.468,,4.062854,0.0,0.0,67335.29,0.0,0.0,57.862487,87.704918,149770.0
Iceland,ISL,2010,0.8,0.945,1.159,2.179,97.155,0.0,0.0,0.0,,0.0,0.0,38.947126,85.665095,115552.0
Iceland,ISL,2011,0.797,0.936,0.342,2.179,97.006,0.0,0.0,0.0,,0.0,0.0,38.947126,85.665095,115552.0
Iceland,ISL,2012,0.796,0.944,0.342,2.179,97.751,0.0,0.0,0.0,,0.0,0.0,38.947126,85.665095,115552.0
Iceland,ISL,2013,0.779,0.944,-0.35,2.179,99.516,0.0,0.0,0.0,,0.0,0.0,38.947126,85.665095,115552.0
Iceland,ISL,2014,0.778,0.944,-0.35,2.179,101.19,0.0,0.0,0.0,,0.0,0.0,38.947126,85.665095,115552.0
Iceland,ISL,2015,0.782,0.944,-0.35,2.179,102.96,0.0,0.0,0.0,,0.0,0.0,38.947126,85.665095,115552.0
Iceland,ISL,2016,0.779,0.944,-0.35,2.179,106.722,0.0,0.0,0.0,,0.0,0.0,38.947126,85.665095,115552.0
Iceland,ISL,2017,0.782,0.944,-1.65,2.179,110.969,0.0,0.0,0.0,,0.0,0.0,38.947126,85.665095,115552.0
Iceland,ISL,2018,0.795,0.944,-1.65,2.179,113.604,0.0,0.0,0.0,,0.0,0.0,38.947126,85.665095,115552.0
Iceland,ISL,2019,0.781,0.944,-1.65,2.179,115.552,0.0,0.0,0.0,,0.0,0.0,38.947126,85.665095,115552.0
Iceland,ISL,2020,0.785,0.949,-1.188,0.512,,4.312275,0.398374,39.837376,46482.96,0.769809,76.980874,38.947126,85.665095,115552.0
Iceland,ISL,2021,0.749,0.946,-1.188,0.512,,3.205182,0.380569,38.056877,46482.96,0.943493,94.349315,38.947126,85.665095,115552.0
Iceland,ISL,2022,0.742,0.946,-1.188,0.512,,5.973122,0.143588,14.358795,46482.96,0.450685,45.068493,38.947126,85.665095,115552.0
Iceland,ISL,2023,0.755,0.946,-1.188,0.512,,0.0,0.0,0.0,46482.96,0.0,0.0,38.947126,85.665095,115552.0
Iceland,ISL,2024,0.759,0.952,-0.664,0.512,,0.0,0.0,0.0,46482.96,0.0,0.0,38.947126,85.665095,115552.0
Israel,ISR,2010,0.672,0.899,0.35,-0.771,72.536,0.0,0.0,0.0,,0.0,0.0,55.224817,73.702186,82950.0
Israel,ISR,2011,0.672,0.899,0.35,-0.771,73.912,0.0,0.0,0.0,,0.0,0.0,55.224817,73.702186,82950.0
Israel,ISR,2012,0.678,0.899,0.35,-0.771,74.936,0.0,0.0,0.0,,0.0,0.0,55.224817,73.702186,82950.0
Israel,ISR,2013,0.663,0.899,0.35,-0.771,76.205,0.0,0.0,0.0,,0.0,0.0,55.224817,73.702186,82950.0
Israel,ISR,2014,0.663,0.899,0.35,-0.771,76.918,0.0,0.0,0.0,,0.0,0.0,55.224817,73.702186,82950.0
Israel,ISR,2015,0.656,0.902,0.35,-0.771,77.162,0.0,0.0,0.0,,0.0,0.0,55.224817,73.702186,82950.0
Israel,ISR,2016,0.649,0.889,0.35,-0.771,78.353,0.0,0.0,0.0,,0.0,0.0,55.224817,73.702186,82950.0
Israel,ISR,2017,0.637,0.886,0.35,-0.771,80.292,0.0,0.0,0.0,,0.0,0.0,55.224817,73.702186,82950.0
Israel,ISR,2018,0.632,0.897,1.019,-0.771,81.686,0.0,0.0,0.0,,0.0,0.0,55.224817,73.702186,82950.0
Israel,ISR,2019,0.625,0.865,1.019,-0.771,82.95,0.0,0.0,0.0,,0.0,0.0,55.224817,73.702186,82950.0
Israel,ISR,2020,0.641,0.878,1.019,-0.771,,5.878128,0.586888,58.68884,33132.32,0.724044,72.404372,55.224817,73.702186,82950.0
Israel,ISR,2021,0.654,0.878,1.019,-1.318,,6.312188,0.517608,51.760795,33132.32,0.75,75.0,55.224817,73.702186,82950.0
Israel,ISR,2022,0.653,0.921,1.019,-1.318,,6.02994,0.200015,20.001534,33132.32,0.75,75.0,55.224817,73.702186,82950.0
Israel,ISR,2023,0.63,0.899,1.019,-1.318,,4.32823,0.0,0.0,33132.32,0.0,0.0,55.224817,73.702186,82950.0
Israel,ISR,2024,0.617,0.884,-0.019,-1.318,,0.0,0.0,0.0,33132.32,0.0,0.0,55.224817,73.702186,82950.0
Italy,ITA,2010,0.775,0.875,0.191,-0.568,76.988,0.0,0.0,0.0,,0.0,0.0,65.023163,64.412568,73132.0
Italy,ITA,2011,0.784,0.875,0.191,-0.568,76.542,0.0,0.0,0.0,,0.0,0.0,65.023163,64.412568,73132.0
Italy,ITA,2012,0.791,0.872,-0.367,-0.568,75.073,0.0,0.0,0.0,,0.0,0.0,65.023163,64.412568,73132.0
Italy,ITA,2013,0.786,0.87,0.252,-0.568,73.637,0.0,0.0,0.0,,0.0,0.0,65.023163,64.412568,73132.0
Italy,ITA,2014,0.787,0.87,0.252,-0.683,72.762,0.0,0.0,0.0,,0.0,0.0,65.023163,64.412568,73132.0
Italy,ITA,2015,0.787,0.87,0.252,-0.683,71.358,0.0,0.0,0.0,,0.0,0.0,65.023163,64.412568,73132.0
Italy,ITA,2016,0.794,0.87,0.252,-0.683,71.716,0.0,0.0,0.0,,0.0,0.0,65.023163,64.412568,73132.0
Italy,ITA,2017,0.795,0.88,0.252,-0.754,72.823,0.0,0.0,0.0,,0.0,0.0,65.023163,64.412568,73132.0
Italy,ITA,2018,0.788,0.857,0.252,-0.754,73.353,0.0,0.0,0.0,,0.0,0.0,65.023163,64.412568,73132.0
Italy,ITA,2019,0.783,0.857,0.252,-0.754,73.132,0.0,0.0,0.0,,0.0,0.0,65.023163,64.412568,73132.0
Italy,ITA,2020,0.78,0.857,0.501,-0.658,,7.092083,0.653596,65.359641,35220.08,0.538251,53.825137,65.023163,64.412568,73132.0
Italy,ITA,2021,0.781,0.857,0.501,-0.658,,6.993593,0.646867,64.686685,35220.08,0.75,75.0,65.023163,64.412568,73132.0
Italy,ITA,2022,0.766,0.857,0.231,-0.658,,6.684662,0.274862,27.486192,35220.08,0.476712,47.671233,65.023163,64.412568,73132.0
Italy,ITA,2023,0.732,0.849,0.231,-0.658,,5.259629,0.0,0.0,35220.08,0.0,0.0,65.023163,64.412568,73132.0
Italy,ITA,2024,0.705,0.772,0.231,-0.641,,3.400197,0.0,0.0,35220.08,0.0,0.0,65.023163,64.412568,73132.0
Japan,JPN,2010,0.783,0.886,-2.25,1.633,84.66,0.0,0.0,0.0,,0.0,0.0,40.88773,85.587432,88837.0
Japan,JPN,2011,0.783,0.886,-2.25,1.553,85.177,0.0,0.0,0.0,,0.0,0.0,40.88773,85.587432,88837.0
Japan,JPN,2012,0.776,0.886,-1.488,1.553,85.758,0.0,0.0,0.0,,0.0,0.0,40.88773,85.587432,88837.0
Japan,JPN,2013,0.749,0.886,-1.488,1.553,86.26,0.0,0.0,0.0,,0.0,0.0,40.88773,85.587432,88837.0
Japan,JPN,2014,0.747,0.875,-1.488,1.71,86.254,0.0,0.0,0.0,,0.0,0.0,40.88773,85.587432,88837.0
Japan,JPN,2015,0.748,0.875,-1.351,1.71,86.196,0.0,0.0,0.0,,0.0,0.0,40.88773,85.587432,88837.0
Japan,JPN,2016,0.748,0.875,-1.351,1.71,86.69,0.0,0.0,0.0,,0.0,0.0,40.88773,85.587432,88837.0
Japan,JPN,2017,0.747,0.875,-1.351,1.71,88.071,0.0,0.0,0.0,,0.0,0.0,40.88773,85.587432,88837.0
Japan,JPN,2018,0.76,0.875,-1.351,1.71,88.681,0.0,0.0,0.0,,0.0,0.0,40.88773,85.587432,88837.0
Japan,JPN,2019,0.762,0.875,-1.351,1.851,88.837,0.0,0.0,0.0,,0.0,0.0,40.88773,85.587432,88837.0
Japan,JPN,2020,0.748,0.875,-1.719,2.253,,3.284664,0.329276,32.927624,39002.22,0.711749,71.174863,40.88773,85.587432,88837.0
Japan,JPN,2021,0.738,0.875,-1.719,2.253,,4.807294,0.488478,48.847836,39002.22,1.0,100.0,40.88773,85.587432,88837.0
Japan,JPN,2022,0.738,0.875,-1.719,2.253,,5.705148,0.396803,39.680301,39002.22,0.873973,87.39726,40.88773,85.587432,88837.0
Japan,JPN,2023,0.742,0.875,-1.719,2.128,,5.024209,0.0,0.0,39002.22,0.0,0.0,40.88773,85.587432,88837.0
Japan,JPN,2024,0.734,0.888,-1.719,2.128,,0.0,0.0,0.0,39002.22,0.0,0.0,40.88773,85.587432,88837.0
South Korea,KOR,2010,0.67,0.822,0.079,-0.758,76.43,0.0,0.0,0.0,,0.0,0.0,50.627202,31.864754,91211.0
South Korea,KOR,2011,0.67,0.822,0.079,-0.758,78.073,0.0,0.0,0.0,,0.0,0.0,50.627202,31.864754,91211.0
South Korea,KOR,2012,0.66,0.82,0.079,-0.758,79.504,0.0,0.0,0.0,,0.0,0.0,50.627202,31.864754,91211.0
South Korea,KOR,2013,0.611,0.763,0.079,-0.917,81.202,0.0,0.0,0.0,,0.0,0.0,50.627202,31.864754,91211.0
South Korea,KOR,2014,0.602,0.763,0.182,-0.917,82.888,0.0,0.0,0.0,,0.0,0.0,50.627202,31.864754,91211.0
South Korea,KOR,2015,0.606,0.763,0.182,-0.917,84.006,0.0,0.0,0.0,,0.0,0.0,50.627202,31.864754,91211.0
South Korea,KOR,2016,0.628,0.763,0.5,-0.917,85.723,0.0,0.0,0.0,,0.0,0.0,50.627202,31.864754,91211.0
South Korea,KOR,2017,0.795,0.928,0.5,-0.917,87.955,0.0,0.0,0.0,,0.0,0.0,50.627202,31.864754,91211.0
South Korea,KOR,2018,0.797,0.892,0.5,-1.102,89.966,0.0,0.0,0.0,,0.0,0.0,50.627202,31.864754,91211.0
South Korea,KOR,2019,0.784,0.901,0.5,-1.507,91.211,0.0,0.0,0.0,,0.0,0.0,50.627202,31.864754,91211.0
South Korea,KOR,2020,0.79,0.901,0.5,-1.507,,2.809403,0.499757,49.975746,35938.37,0.387295,38.729508,50.627202,31.864754,91211.0
South Korea,KOR,2021,0.781,0.885,0.5,-1.122,,4.474492,0.512787,51.278658,35938.37,0.25,25.0,50.627202,31.864754,91211.0
South Korea,KOR,2022,0.729,0.887,0.61,-1.122,,6.242885,0.215211,21.521123,35938.37,0.359589,35.958904,50.627202,31.864754,91211.0
South Korea,KOR,2023,0.63,0.83,0.592,-0.946,,4.372607,0.0,0.0,35938.37,0.0,0.0,50.627202,31.864754,91211.0
South Korea,KOR,2024,0.631,0.815,1.23,-2.006,,0.0,0.0,0.0,35938.37,0.0,0.0,50.627202,31.864754,91211.0
Lithuania,LTU,2010,0.791,0.97,-3.05,2.121,46.094,0.0,0.0,0.0,,0.0,0.0,47.184923,65.321693,67225.0
Lithuania,LTU,2011,0.789,0.97,-3.05,2.121,48.559,0.0,0.0,0.0,,0.0,0.0,47.184923,65.321693,67225.0
Lithuania,LTU,2012,0.784,0.97,-3.05,2.121,51.162,0.0,0.0,0.0,,0.0,0.0,47.184923,65.321693,67225.0
Lithuania,LTU,2013,0.773,0.974,-3.05,2.121,53.492,0.0,0.0,0.0,,0.0,0.0,47.184923,65.321693,67225.0
Lithuania,LTU,2014,0.774,0.974,-3.05,2.121,55.529,0.0,0.0,0.0,,0.0,0.0,47.184923,65.321693,67225.0
Lithuania,LTU,2015,0.781,0.974,-3.05,2.121,57.102,0.0,0.0,0.0,,0.0,0.0,47.184923,65.321693,67225.0
Lithuania,LTU,2016,0.772,0.974,-2.474,2.121,59.45,0.0,0.0,0.0,,0.0,0.0,47.184923,65.321693,67225.0
Lithuania,LTU,2017,0.749,0.972,-2.474,2.121,62.73,0.0,0.0,0.0,,0.0,0.0,47.184923,65.321693,67225.0
Lithuania,LTU,2018,0.75,0.967,-2.474,2.121,65.435,0.0,0.0,0.0,,0.0,0.0,47.184923,65.321693,67225.0
Lithuania,LTU,2019,0.757,0.967,-2.474,2.121,67.225,0.0,0.0,0.0,,0.0,0.0,47.184923,65.321693,67225.0
Lithuania,LTU,2020,0.75,0.967,-2.474,2.027,,6.354422,0.47568,47.567983,29524.26,0.526639,52.663934,47.184923,65.321693,67225.0
Lithuania,LTU,2021,0.739,0.969,-1.089,1.258,,7.610437,0.468019,46.801863,29524.26,0.779795,77.979452,47.184923,65.321693,67225.0
Lithuania,LTU,2022,0.741,0.957,-0.849,1.158,,6.646754,0.141781,14.178055,29524.26,0.930137,93.013699,47.184923,65.321693,67225.0
Lithuania,LTU,2023,0.726,0.947,-0.895,1.249,,4.690614,0.0,0.0,29524.26,0.0,0.0,47.184923,65.321693,67225.0
Lithuania,LTU,2024,0.734,0.94,-1.189,0.89,,2.6483,0.0,0.0,29524.26,0.0,0.0,47.184923,65.321693,67225.0
Luxembourg,LUX,2010,0.796,0.876,-2.32,2.479,154.109,0.0,0.0,0.0,,0.0,0.0,44.622348,59.502302,181069.0
Luxembourg,LUX,2011,0.796,0.876,-2.32,2.479,153.793,0.0,0.0,0.0,,0.0,0.0,44.622348,59.502302,181069.0
Luxembourg,LUX,2012,0.796,0.876,-2.32,2.479,153.477,0.0,0.0,0.0,,0.0,0.0,44.622348,59.502302,181069.0
Luxembourg,LUX,2013,0.796,0.876,-2.32,2.479,154.93,0.0,0.0,0.0,,0.0,0.0,44.622348,59.502302,181069.0
Luxembourg,LUX,2014,0.795,0.876,-2.32,2.479,158.275,0.0,0.0,0.0,,0.0,0.0,44.622348,59.502302,181069.0
Luxembourg,LUX,2015,0.795,0.876,-2.32,2.479,159.82,0.0,0.0,0.0,,0.0,0.0,44.622348,59.502302,181069.0
Luxembourg,LUX,2016,0.795,0.876,-2.32,2.479,163.268,0.0,0.0,0.0,,0.0,0.0,44.622348,59.502302,181069.0
Luxembourg,LUX,2017,0.795,0.876,-2.32,2.479,170.536,0.0,0.0,0.0,,0.0,0.0,44.622348,59.502302,181069.0
Luxembourg,LUX,2018,0.795,0.876,-2.32,2.479,175.397,0.0,0.0,0.0,,0.0,0.0,44.622348,59.502302,181069.0
Luxembourg,LUX,2019,0.795,0.876,-2.32,2.479,181.069,0.0,0.0,0.0,,0.0,0.0,44.622348,59.502302,181069.0
Luxembourg,LUX,2020,0.788,0.862,-2.32,1.577,,6.080482,0.432014,43.201354,94277.96,0.758197,75.819672,44.622348,59.502302,181069.0
Luxembourg,LUX,2021,0.788,0.862,-2.002,1.577,,6.285477,0.460433,46.043342,94277.96,0.431849,43.184932,44.622348,59.502302,181069.0
Luxembourg,LUX,2022,0.792,0.862,-2.624,1.577,,6.196057,0.242592,24.259178,94277.96,0.040411,4.041096,44.622348,59.502302,181069.0
Luxembourg,LUX,2023,0.794,0.87,-1.859,1.974,,4.246779,0.0,0.0,94277.96,0.0,0.0,44.622348,59.502302,181069.0
Luxembourg,LUX,2024,0.783,0.87,-1.667,1.974,,0.0,0.0,0.0,94277.96,0.0,0.0,44.622348,59.502302,181069.0
Latvia,LVA,2010,0.699,0.934,-2.646,0.651,43.733,0.0,0.0,0.0,,0.0,0.0,45.334276,53.352702,60021.0
Latvia,LVA,2011,0.725,0.934,-2.646,0.651,45.52,0.0,0.0,0.0,,0.0,0.0,45.334276,53.352702,60021.0
Latvia,LVA,2012,0.733,0.938,-2.646,0.651,47.468,0.0,0.0,0.0,,0.0,0.0,45.334276,53.352702,60021.0
Latvia,LVA,2013,0.743,0.957,-2.325,0.651,49.186,0.0,0.0,0.0,,0.0,0.0,45.334276,53.352702,60021.0
Latvia,LVA,2014,0.752,0.954,-2.325,0.651,50.785,0.0,0.0,0.0,,0.0,0.0,45.334276,53.352702,60021.0
Latvia,LVA,2015,0.756,0.954,-2.644,0.651,52.267,0.0,0.0,0.0,,0.0,0.0,45.334276,53.352702,60021.0
Latvia,LVA,2016,0.749,0.954,-2.644,0.651,54.058,0.0,0.0,0.0,,0.0,0.0,45.334276,53.352702,60021.0
Latvia,LVA,2017,0.746,0.954,-2.846,0.651,56.545,0.0,0.0,0.0,,0.0,0.0,45.334276,53.352702,60021.0
Latvia,LVA,2018,0.745,0.963,-3.1,0.651,58.76,0.0,0.0,0.0,,0.0,0.0,45.334276,53.352702,60021.0
Latvia,LVA,2019,0.746,0.963,-2.478,0.651,60.021,0.0,0.0,0.0,,0.0,0.0,45.334276,53.352702,60021.0
Latvia,LVA,2020,0.739,0.963,-2.478,0.536,,5.820024,0.410937,41.093729,25063.85,0.525273,52.527322,45.334276,53.352702,60021.0
Latvia,LVA,2021,0.744,0.961,-1.676,0.583,,7.7074,0.495748,49.574822,25063.85,0.541781,54.178082,45.334276,53.352702,60021.0
Latvia,LVA,2022,0.743,0.945,-1.462,0.517,,7.063416,0.162324,16.232438,25063.85,0.164384,16.438356,45.334276,53.352702,60021.0
Latvia,LVA,2023,0.765,0.93,-1.188,0.328,,5.490383,0.0,0.0,25063.85,0.0,0.0,45.334276,53.352702,60021.0
Latvia,LVA,2024,0.765,0.947,-1.352,0.511,,1.843719,0.0,0.0,25063.85,0.0,0.0,45.334276,53.352702,60021.0
Mexico,MEX,2010,0.47,0.739,-0.319,-0.408,32.25,0.0,0.0,0.0,,0.0,0.0,53.25701,23.77779,34308.0
Mexico,MEX,2011,0.469,0.739,-0.319,-0.553,32.958,0.0,0.0,0.0,,0.0,0.0,53.25701,23.77779,34308.0
Mexico,MEX,2012,0.461,0.719,-0.183,-0.772,33.482,0.0,0.0,0.0,,0.0,0.0,53.25701,23.77779,34308.0
Mexico,MEX,2013,0.425,0.712,-0.304,-0.562,33.742,0.0,0.0,0.0,,0.0,0.0,53.25701,23.77779,34308.0
Mexico,MEX,2014,0.424,0.712,-0.304,-0.562,33.886,0.0,0.0,0.0,,0.0,0.0,53.25701,23.77779,34308.0
Mexico,MEX,2015,0.433,0.709,-0.18,-0.562,33.828,0.0,0.0,0.0,,0.0,0.0,53.25701,23.77779,34308.0
Mexico,MEX,2016,0.433,0.709,0.068,-0.562,34.098,0.0,0.0,0.0,,0.0,0.0,53.25701,23.77779,34308.0
Mexico,MEX,2017,0.439,0.709,-0.067,-0.891,34.425,0.0,0.0,0.0,,0.0,0.0,53.25701,23.77779,34308.0
Mexico,MEX,2018,0.455,0.662,0.846,-1.024,34.575,0.0,0.0,0.0,,0.0,0.0,53.25701,23.77779,34308.0
Mexico,MEX,2019,0.434,0.687,1.638,-1.654,34.308,0.0,0.0,0.0,,0.0,0.0,53.25701,23.77779,34308.0
Mexico,MEX,2020,0.406,0.606,1.589,-1.827,,7.020888,0.573927,57.39265,17336.47,0.172131,17.213115,53.25701,23.77779,34308.0
Mexico,MEX,2021,0.37,0.527,1.412,-1.55,,7.122955,0.491214,49.12137,17336.47,0.303425,30.342466,53.25701,23.77779,34308.0
Mexico,MEX,2022,0.334,0.494,1.566,-1.652,,5.390076,0.254229,25.422877,17336.47,0.082877,8.287671,53.25701,23.77779,34308.0
Mexico,MEX,2023,0.307,0.469,1.566,-1.428,,3.127199,0.0,0.0,17336.47,0.0,0.0,53.25701,23.77779,34308.0
Mexico,MEX,2024,0.251,0.401,1.973,-1.377,,1.458615,0.0,0.0,17336.47,0.0,0.0,53.25701,23.77779,34308.0
Netherlands,NLD,2010,0.826,0.95,-1.238,0.584,102.149,0.0,0.0,0.0,,0.0,0.0,54.24622,57.873905,105434.0
Netherlands,NLD,2011,0.828,0.95,-1.238,0.584,102.243,0.0,0.0,0.0,,0.0,0.0,54.24622,57.873905,105434.0
Netherlands,NLD,2012,0.825,0.95,-1.238,0.082,101.872,0.0,0.0,0.0,,0.0,0.0,54.24622,57.873905,105434.0
Netherlands,NLD,2013,0.829,0.95,-1.238,0.082,102.044,0.0,0.0,0.0,,0.0,0.0,54.24622,57.873905,105434.0
Netherlands,NLD,2014,0.832,0.95,-1.238,0.082,101.981,0.0,0.0,0.0,,0.0,0.0,54.24622,57.873905,105434.0
Netherlands,NLD,2015,0.832,0.95,-1.238,0.082,101.353,0.0,0.0,0.0,,0.0,0.0,54.24622,57.873905,105434.0
Netherlands,NLD,2016,0.832,0.95,-1.238,0.082,102.259,0.0,0.0,0.0,,0.0,0.0,54.24622,57.873905,105434.0
Netherlands,NLD,2017,0.835,0.962,-1.238,0.082,103.901,0.0,0.0,0.0,,0.0,0.0,54.24622,57.873905,105434.0
Netherlands,NLD,2018,0.831,0.952,-1.015,0.082,105.11,0.0,0.0,0.0,,0.0,0.0,54.24622,57.873905,105434.0
Netherlands,NLD,2019,0.814,0.963,-1.015,0.082,105.434,0.0,0.0,0.0,,0.0,0.0,54.24622,57.873905,105434.0
Netherlands,NLD,2020,0.806,0.968,-1.149,0.082,,6.469994,0.506834,50.683425,48472.54,0.520492,52.04918,54.24622,57.873905,105434.0
Netherlands,NLD,2021,0.81,0.961,-0.786,-0.128,,6.267542,0.57809,57.809014,48472.54,0.636986,63.69863,54.24622,57.873905,105434.0
Netherlands,NLD,2022,0.797,0.957,-0.656,-0.204,,4.732684,0.207324,20.732438,48472.54,0.5,50.0,54.24622,57.873905,105434.0
Netherlands,NLD,2023,0.79,0.957,-0.083,-0.194,,0.444686,0.0,0.0,48472.54,0.0,0.0,54.24622,57.873905,105434.0
Netherlands,NLD,2024,0.761,0.947,-0.083,-0.194,,0.0,0.0,0.0,48472.54,0.0,0.0,54.24622,57.873905,105434.0
Norway,NOR,2010,0.868,0.984,-2.577,1.628,139.88,0.0,0.0,0.0,,0.0,0.0,46.264166,33.452869,124864.0
Norway,NOR,2011,0.87,0.984,-2.577,1.628,141.552,0.0,0.0,0.0,,0.0,0.0,46.264166,33.452869,124864.0
Norway,NOR,2012,0.87,0.984,-2.577,1.628,142.319,0.0,0.0,0.0,,0.0,0.0,46.264166,33.452869,124864.0
Norway,NOR,2013,0.856,0.984,-2.021,1.628,142.035,0.0,0.0,0.0,,0.0,0.0,46.264166,33.452869,124864.0
Norway,NOR,2014,0.856,0.984,-2.021,1.628,140.413,0.0,0.0,0.0,,0.0,0.0,46.264166,33.452869,124864.0
Norway,NOR,2015,0.862,0.984,-2.021,1.628,138.221,0.0,0.0,0.0,,0.0,0.0,46.264166,33.452869,124864.0
Norway,NOR,2016,0.862,0.984,-2.021,1.628,135.93,0.0,0.0,0.0,,0.0,0.0,46.264166,33.452869,124864.0
Norway,NOR,2017,0.86,0.984,-1.501,1.116,132.596,0.0,0.0,0.0,,0.0,0.0,46.264166,33.452869,124864.0
Norway,NOR,2018,0.845,0.977,-1.501,1.116,129.737,0.0,0.0,0.0,,0.0,0.0,46.264166,33.452869,124864.0
Norway,NOR,2019,0.853,0.977,-1.501,1.116,124.864,0.0,0.0,0.0,,0.0,0.0,46.264166,33.452869,124864.0
Norway,NOR,2020,0.832,0.971,-1.501,1.05,,4.35863,0.421871,42.187072,64800.06,0.294057,29.405738,46.264166,33.452869,124864.0
Norway,NOR,2021,0.836,0.971,-2.101,1.05,,5.126936,0.503413,50.34126,64800.06,0.375,37.5,46.264166,33.452869,124864.0
Norway,NOR,2022,0.834,0.955,-2.101,0.738,,6.439207,0.148062,14.806247,64800.06,0.322603,32.260274,46.264166,33.452869,124864.0
Norway,NOR,2023,0.833,0.955,-2.101,0.738,,5.203292,0.0,0.0,64800.06,0.0,0.0,46.264166,33.452869,124864.0
Norway,NOR,2024,0.839,0.955,-2.101,0.738,,0.0,0.0,0.0,64800.06,0.0,0.0,46.264166,33.452869,124864.0
New Zealand,NZL,2010,0.845,0.974,-2.592,1.343,76.563,0.0,0.0,0.0,,0.0,0.0,40.759871,61.888474,83507.0
New Zealand,NZL,2011,0.842,0.974,-2.592,1.343,77.579,0.0,0.0,0.0,,0.0,0.0,40.759871,61.888474,83507.0
New Zealand,NZL,2012,0.841,0.974,-2.592,1.343,78.622,0.0,0.0,0.0,,0.0,0.0,40.759871,61.888474,83507.0
New Zealand,NZL,2013,0.834,0.974,-2.592,1.343,79.368,0.0,0.0,0.0,,0.0,0.0,40.759871,61.888474,83507.0
New Zealand,NZL,2014,0.833,0.974,-2.592,1.343,79.883,0.0,0.0,0.0,,0.0,0.0,40.759871,61.888474,83507.0
New Zealand,NZL,2015,0.835,0.974,-2.592,1.343,79.225,0.0,0.0,0.0,,0.0,0.0,40.759871,61.888474,83507.0
New Zealand,NZL,2016,0.835,0.974,-2.592,1.343,79.96,0.0,0.0,0.0,,0.0,0.0,40.759871,61.888474,83507.0
New Zealand,NZL,2017,0.829,0.972,-1.688,1.343,81.678,0.0,0.0,0.0,,0.0,0.0,40.759871,61.888474,83507.0
New Zealand,NZL,2018,0.835,0.979,-2.578,1.343,82.87,0.0,0.0,0.0,,0.0,0.0,40.759871,61.888474,83507.0
New Zealand,NZL,2019,0.835,0.979,-2.325,1.454,83.507,0.0,0.0,0.0,,0.0,0.0,40.759871,61.888474,83507.0
New Zealand,NZL,2020,0.829,0.979,-2.325,1.639,,1.769855,0.369254,36.925387,36085.84,0.589139,58.913934,40.759871,61.888474,83507.0
New Zealand,NZL,2021,0.817,0.979,-1.597,1.007,,1.769855,0.445944,44.594356,36085.84,0.64863,64.863014,40.759871,61.888474,83507.0
New Zealand,NZL,2022,0.823,0.974,-1.091,0.491,,6.080185,0.229363,22.936329,36085.84,0.25,25.0,40.759871,61.888474,83507.0
New Zealand,NZL,2023,0.825,0.978,-1.095,0.491,,5.565095,0.0,0.0,36085.84,0.0,0.0,40.759871,61.888474,83507.0
New Zealand,NZL,2024,0.809,0.981,-0.755,-0.6,,4.866072,0.0,0.0,36085.84,0.0,0.0,40.759871,61.888474,83507.0
Poland,POL,2010,0.831,0.964,1.029,-0.956,45.85,0.0,0.0,0.0,,0.0,0.0,50.927719,62.753574,58956.0
Poland,POL,2011,0.833,0.964,1.741,-0.905,47.712,0.0,0.0,0.0,,0.0,0.0,50.927719,62.753574,58956.0
Poland,POL,2012,0.832,0.964,1.741,-0.905,48.953,0.0,0.0,0.0,,0.0,0.0,50.927719,62.753574,58956.0
Poland,POL,2013,0.827,0.961,1.741,-0.905,50.139,0.0,0.0,0.0,,0.0,0.0,50.927719,62.753574,58956.0
Poland,POL,2014,0.817,0.957,1.741,-1.216,51.412,0.0,0.0,0.0,,0.0,0.0,50.927719,62.753574,58956.0
Poland,POL,2015,0.779,0.874,1.817,-1.624,52.543,0.0,0.0,0.0,,0.0,0.0,50.927719,62.753574,58956.0
Poland,POL,2016,0.593,0.783,2.611,-2.613,54.123,0.0,0.0,0.0,,0.0,0.0,50.927719,62.753574,58956.0
Poland,POL,2017,0.544,0.69,2.611,-2.613,56.434,0.0,0.0,0.0,,0.0,0.0,50.927719,62.753574,58956.0
Poland,POL,2018,0.523,0.595,3.03,-2.613,58.228,0.0,0.0,0.0,,0.0,0.0,50.927719,62.753574,58956.0
