term,coef,se,t,ci_low,ci_high,spec
p_score_mean,-0.002540000044661159,0.004231659109259488,-0.6002373960377073,-0.010833899493660601,0.005753899404338283,FD / cluster-by-country
stringency_mean,0.0020065236809851945,0.0023345191680693854,0.8595019087568947,-0.0025690498096492104,0.006582097171619599,FD / cluster-by-country
log_pop,-3.198430676472979,4.3712119321511125,-0.731703409973765,-11.765848632280901,5.368987279334943,FD / cluster-by-country
urban_pct,-0.07951775111907937,0.11745979073030091,-0.6769784845067521,-0.30973471058208085,0.1506992083439221,FD / cluster-by-country
health_exp_gdp,-0.11095169090852365,0.08289643444540783,-1.338437432813734,-0.2734257168683086,0.05152233505126126,FD / cluster-by-country
log_gdp_pc,0.4004460327300299,0.9037906587683945,0.44307387871846576,-1.370951108019753,2.1718431734798127,FD / cluster-by-country
