iso3,year,v2smpolsoc,v2smpolsoc_codelow,v2smpolsoc_codehigh,stringency_mean,stringency_max,p_score_mean,p_score_peak,cum_excess_per_100k,population,urban_pct,health_exp_gdp,gdp_pc_ppp,pop_density,ethnic_frac,region
LVA,2021,0.583,0.206,0.942,49.57482191780822,67.59,21.880192307692308,76.5,383.53708,1884490.0,68.1808791463693,9.4105072,36912.0130602161,30.2826610959344,0.5867,N_Europe
LVA,2022,0.517,0.149,0.899,16.232438356164383,44.14,7.572307692307692,23.77,539.52295,1879383.0,68.2570218109034,8.1044302,37718.7097958367,30.2005945685361,0.5867,N_Europe
LVA,2023,0.328,-0.046,0.766,,,-0.992264150943396,35.45,572.61064,1883710.0,68.3586316343061,7.27783823,37277.7217221317,30.2701269484172,0.5867,N_Europe
LVA,2024,0.511,0.071,0.904,,,-8.684615384615386,6.69,,1866124.0,68.4839492628509,,37611.6699359404,,0.5867,N_Europe
MEX,2019,-1.654,-2.168,-1.037,,,,,,125762982.0,78.355984332992,5.3013463,21704.1859494071,64.6945559299365,0.5418,L_America
MEX,2020,-1.827,-2.358,-1.213,57.39265027322404,82.41,54.04461538461539,116.19,244.21711,126799054.0,78.677960602824,6.05248594,19728.4817823158,65.227528485815,0.5418,L_America
MEX,2021,-1.55,-2.043,-0.955,49.1213698630137,71.76,58.396153846153844,196.08,509.99043,127648148.0,78.9324007418057,5.87678003,20782.5877417545,65.664316469045,0.5418,L_America
MEX,2022,-1.652,-2.216,-1.087,25.42287671232877,48.52,19.45576923076923,122.82,540.6936,128613117.0,79.199683215791,5.70919704,21391.8573692427,66.1607124668844,0.5418,L_America
MEX,2023,-1.428,-1.869,-0.833,,,11.108039215686274,38.07,505.04717,129739759.0,79.4734935748046,5.50398684,21917.24858366,66.7402757272564,0.5418,L_America
MEX,2024,-1.377,-1.885,-0.727,,,,,,130861007.0,79.7538805976118,,22039.6287019016,,0.5418,L_America
NLD,2019,0.082,-0.266,0.446,,,,,,17344874.0,93.8898028856479,9.93616295,67847.8542926795,515.143272943273,0.1054,W_Europe
NLD,2020,0.082,-0.266,0.446,50.12950819672132,78.7,11.816153846153847,75.09,75.54533,17441500.0,94.2532277765935,10.94954681,64862.1922496366,518.013068013068,0.1054,W_Europe
NLD,2021,-0.128,-0.515,0.327,57.80901369863014,82.41,13.906923076923077,51.47,162.44943,17533044.0,94.6294783220315,11.13498974,68573.5648786446,520.731927531928,0.1054,W_Europe
NLD,2022,-0.204,-0.619,0.205,20.732438356164383,69.44,13.34153846153846,36.96,232.98593999999997,17700982.0,94.9856177734136,10.03109169,71324.0360349277,525.719691119691,0.1054,W_Europe
NLD,2023,-0.194,-0.569,0.267,,,12.82433962264151,26.88,295.60286,17877117.0,95.3221682092129,9.83150005,70198.9297909022,530.950905850906,0.1054,W_Europe
NLD,2024,-0.194,-0.569,0.267,,,12.61826086956522,21.41,,17993485.0,95.6396517079336,10.00551128,70498.8840396071,,0.1054,W_Europe
NOR,2019,1.116,0.638,1.577,,,,,,5347896.0,82.4935894878281,10.43807507,87725.7283254613,14.6479975020132,0.0586,N_Europe
NOR,2020,1.05,0.532,1.562,41.72601092896175,79.63,-0.340576923076923,10.95,-2.9591993,5379475.0,82.7029885700532,11.42416382,86096.0508947506,14.7672152298338,0.0586,N_Europe
NOR,2021,1.05,0.532,1.562,50.286191780821916,73.15,3.5182692307692305,27.24,21.745241,5408320.0,82.8612877226956,9.8142643,88984.1386736515,14.8470090866665,0.0586,N_Europe
NOR,2022,0.738,0.17,1.228,14.621780821917808,49.84,12.11153846153846,27.9,111.56125,5457127.0,82.9563661816034,7.90873051,91051.0831968407,14.9809948664452,0.0586,N_Europe
NOR,2023,0.738,0.17,1.228,,,7.889811320754716,29.76,171.70579,5519601.0,83.0718560702166,9.42925453,90085.4382059786,15.1524995195871,0.0586,N_Europe
NOR,2024,0.738,0.17,1.228,,,4.388148148148148,16.07,,5572279.0,83.3293737928469,,91105.246799623,,0.0586,N_Europe
NZL,2019,1.454,0.901,1.949,,,,,,4970300.0,83.804965871667,8.61898708,47362.3199332352,18.8762295393263,0.3969,AusNZ
NZL,2020,1.639,1.106,2.06,36.521830601092894,96.3,-0.01076923076923078,15.0,-43.543637000000004,5072400.0,83.8138977095908,9.25240231,46266.3954728951,19.2639854164293,0.3969,AusNZ
NZL,2021,1.007,0.527,1.379,44.594356164383555,96.3,6.836538461538462,20.67,-53.466750000000005,5084600.0,83.8299382585905,9.55072403,48248.7176729892,19.3103186358285,0.3969,AusNZ
NZL,2022,0.491,0.065,0.893,22.93632876712329,52.63,17.465384615384615,32.71,-8.327397000000001,5081700.0,83.8547305017812,10.56814575,49964.1765523158,19.299305001709,0.3969,AusNZ
NZL,2023,0.491,0.065,0.893,,,15.829811320754718,32.37,10.822293,5200000.0,83.8898991461229,10.12947655,49508.2697230172,19.7485853176864,0.3969,AusNZ
NZL,2024,-0.6,-1.185,0.04,,,14.093571428571428,23.26,,5287500.0,83.9370658833132,10.06186676,49316.3999433708,,0.3969,AusNZ
POL,2019,-2.613,-3.304,-1.906,,,,,,37965475.0,59.9626184068963,6.38906956,38181.6230334689,124.025595374212,0.1183,E_Europe
POL,2020,-2.613,-3.304,-1.906,48.26822404371584,87.04,18.678653846153846,116.68,150.61217,37515748.0,59.8738141138092,6.42739105,37852.8021313639,122.548420605625,0.1183,E_Europe
POL,2021,-2.283,-2.894,-1.613,53.05386301369863,80.56,28.598461538461535,76.38,401.5026,36981559.0,59.8096513205543,6.3654809,41059.5847829682,120.815285854296,0.1183,E_Europe
POL,2022,-2.379,-2.939,-1.62,18.031561643835616,48.15,11.970769230769232,63.53,444.70316999999994,36821749.0,59.8315488048321,6.46619797,43405.0215797441,120.297131562612,0.1183,E_Europe
POL,2023,-2.811,-3.521,-2.037,,,2.489433962264151,32.79,380.13901,36687353.0,59.8859561370214,7.13848782,43672.7668014946,119.787615502661,0.1183,E_Europe
POL,2024,-1.832,-2.45,-1.189,,,-2.7180769230769233,4.42,,36559233.0,59.9705468695101,8.06380177,45153.0439773281,,0.1183,E_Europe
PRT,2019,0.957,0.396,1.444,,,,,,10286263.0,61.114927250613,9.50868607,40188.2868799219,112.288582794065,0.0468,S_Europe
PRT,2020,1.299,0.731,1.803,54.248333333333335,87.96,12.085769230769232,44.47,92.72118,10297081.0,61.1042566768691,10.52074051,36852.22873381,112.406676011074,0.0468,S_Europe
PRT,2021,0.448,-0.101,0.977,60.15832876712329,87.96,11.762692307692307,76.45,202.21362,10361831.0,61.0951249296597,11.22031498,38657.6677223425,113.113510527741,0.0468,S_Europe
PRT,2022,1.415,0.752,1.924,16.66419178082192,42.59,13.909423076923076,48.96,296.51858000000004,10434332.0,61.1259255772782,10.5492239,41070.861152974,113.904957775507,0.0468,S_Europe
PRT,2023,2.146,1.474,2.791,,,7.77433962264151,33.36,324.72551,10578174.0,61.2048652633664,10.02761173,41768.2549192626,115.475189289738,0.0468,S_Europe
PRT,2024,1.483,0.848,2.039,,,5.522692307692308,27.22,,10694681.0,61.3281907341332,10.24061108,42197.2025135828,,0.0468,S_Europe
SVK,2019,-0.808,-1.111,-0.468,,,,,,5454147.0,53.3666558664583,6.91102982,37209.5332553073,113.43899750416,0.2539,E_Europe
SVK,2020,-1.157,-1.453,-0.712,45.505874316939895,87.04,9.366153846153846,64.07,84.53490000000001,5458827.0,53.2481998906526,7.06027794,36216.4002110814,113.536335274542,0.2539,E_Europe
SVK,2021,-1.411,-1.809,-0.955,52.952767123287664,74.07,36.05557692307692,94.32,448.61597,5447247.0,53.1901479870605,7.62857914,38346.0935768177,113.295486688852,0.2539,E_Europe
SVK,2022,-1.782,-2.209,-1.207,18.46304109589041,56.34,11.429615384615385,36.62,534.3658,5431752.0,53.1902831072528,7.70245218,38664.9076949851,112.973211314476,0.2539,E_Europe
SVK,2023,-2.584,-3.207,-1.821,,,1.7660377358490564,24.36,526.34014,5426740.0,53.190805019646,7.35262203,39518.2209359245,112.868968386023,0.2539,E_Europe
SVK,2024,-2.584,-3.207,-1.821,,,-5.602307692307692,4.45,,5422069.0,53.1919702985684,,40319.0547230873,,0.2539,E_Europe
SVN,2019,-1.386,-1.77,-0.817,,,,,,2088385.0,55.4523277282715,8.56564522,44569.5878416535,103.711934605987,0.2216,E_Europe
SVN,2020,-2.136,-2.741,-1.464,50.01825136612022,89.81,18.150961538461537,112.67,135.92437999999999,2102419.0,55.384391784668,9.48984432,42463.5635346194,104.408881428657,0.2216,E_Europe
SVN,2021,-2.26,-2.865,-1.5,54.59109589041096,85.19,15.413846153846153,60.82,237.43422999999999,2108079.0,55.3046289429588,9.52724361,45914.0572392406,104.689964442502,0.2216,E_Europe
SVN,2022,-2.26,-2.865,-1.5,17.108438356164385,54.02,11.117307692307692,39.2,286.80427,2112076.0,55.3377817873563,9.62683296,47050.0676441642,104.888460698039,0.2216,E_Europe
SVN,2023,-1.652,-2.199,-1.033,,,7.327924528301887,33.28,287.1376,2120461.0,55.5378927789875,9.30008888,47977.4268117652,105.31480791676,0.2216,E_Europe
SVN,2024,-1.652,-2.199,-1.033,,,0.6091666666666667,19.83,,2127400.0,55.7577708405917,9.87630939,48648.9078834081,,0.2216,E_Europe
SWE,2019,1.029,0.509,1.567,,,,,,10278887.0,87.7088420242759,10.93444347,61601.6292338778,25.2378879395011,0.06,N_Europe
SWE,2020,1.049,0.521,1.536,49.005874316939895,69.44,7.444038461538461,46.62,71.57028,10353442.0,87.9424046895699,11.42458725,59975.3644061895,25.4209438224317,0.06,N_Europe
SWE,2021,1.049,0.521,1.536,46.225232876712326,71.13,1.3201923076923074,29.83,93.54553,10415811.0,88.1741651958315,11.23013592,62731.700616293,25.5740792575133,0.06,N_Europe
SWE,2022,0.618,0.071,1.131,14.803232876712327,42.52,3.931346153846154,29.65,138.98395,10486941.0,88.4038576504809,10.85505676,63088.4236678734,25.7487256923983,0.06,N_Europe
SWE,2023,0.387,-0.153,0.868,,,4.212075471698113,27.66,191.0369,10536632.0,88.631216160938,11.152915,62662.7652797761,25.8713678886243,0.06,N_Europe
SWE,2024,0.387,-0.153,0.868,,,,,,10569709.0,88.8559748346228,11.21510124,62978.9390459835,,0.06,N_Europe
TUR,2019,-2.697,-3.45,-1.976,,,,,,82579440.0,88.6618152857124,4.35954332,28741.0535082701,107.297584553617,0.32,W_Asia
TUR,2020,-2.697,-3.45,-1.976,54.57147540983607,80.09,,,,83384680.0,88.9303114965222,4.61640215,28976.7179161611,108.343853540013,0.32,W_Asia
TUR,2021,-2.697,-3.45,-1.976,55.527232876712326,80.56,,,,84147318.0,89.1762048153239,4.56065559,32105.5474400506,109.334768655068,0.32,W_Asia
TUR,2022,-2.697,-3.45,-1.976,16.243287671232878,36.66,,,,84979913.0,89.0381164550781,3.70338893,33520.8111384208,110.416580694619,0.32,W_Asia
TUR,2023,-1.693,-2.299,-0.946,,,,,,85325965.0,89.0218446796121,4.27524424,35069.1701714685,110.866214934449,0.32,W_Asia
TUR,2024,-1.025,-1.665,-0.31,,,,,,85518661.0,89.3443122873887,,36154.490436557,,0.32,W_Asia
USA,2019,-1.548,-1.983,-1.055,,,,,,330226227.0,80.1304793353594,16.54486084,69112.602688656,36.1004771837305,0.4901,N_America
USA,2020,-1.548,-1.983,-1.055,57.113907103825134,75.46,20.436923076923076,47.05,133.28586,331577720.0,79.997451762548,18.51597404,67342.0709287722,36.248222996211,0.4901,N_America
USA,2021,-1.348,-1.879,-0.817,56.41545205479452,71.76,24.234038461538464,51.64,288.80183,332099760.0,80.0074765140272,17.35207748,71307.4017277218,36.3052926398919,0.4901,N_America
USA,2022,-1.422,-1.999,-0.892,31.656520547945203,47.65,17.20673076923077,44.8,375.88162,334017321.0,80.0324978239707,16.52875137,72679.2575396348,36.5149212564854,0.4901,N_America
USA,2023,-1.422,-1.999,-0.892,,,10.908113207547169,22.5,396.76882,336806231.0,80.071561119178,16.69414902,74158.7164155605,36.8198061311277,0.4901,N_America
USA,2024,-1.509,-2.099,-0.903,,,7.834166666666667,12.45,,340110988.0,80.1247798047184,,75489.2664334817,,0.4901,N_America
